input,time
0,0.0
1,3.59
2,7.19
3,10.75
4,14.08
5,17.64
6,21.03
7,24.55
8,28.11
9,31.44
10,35.09
11,38.33
12,41.89
13,45.3
14,48.91
15,52.45
