input,time
0,8.98
1,19.277
2,21.864
3,26.772
4,37.351
5,39.466
6,52.085
7,58.554
8,65.187
9,93.01
10,1253.656
11,68.559
12,49.058
13,46.285
14,1297.643
15,58.881
