input,time
0,0.0
1,3.0
2,5.0
3,9.0
4,12.0
5,15.0
6,20.0
7,22.0
8,26.0
9,29.0
10,33.0
11,38.0
12,43.0
13,47.0
14,49.0
15,51.0
