input,time
0,1.7941491228070163
1,7.105321428571428
2,6.458410714285715
3,9.168188034188034
4,13.341194690265489
5,15.80980357142857
6,19.426908256880733
7,22.181776785714284
8,25.39556140350878
9,39.05309909909909
10,36.215902654867264
11,32.984027522935776
12,47.19606140350877
13,105.8693302752293
14,48.7736434782609
15,47.99497478991596
16,176.0339824561403
17,104.5438761061947
18,194.3741964285713
19,76.61677391304343
20,164.3620000000001
21,80.27019642857147
22,91.05190990990995
23,395.12950458715625
24,89.52106363636368
25,152.50279629629634
26,466.56925438596517
27,95.44295495495494
28,165.24490517241375
29,286.6187064220184
30,894.8824166666659
31,119.21647826086958
32,112.88046846846846
33,1547.3252129629636
34,221.28078070175434
35,368.2545862068965
36,339.6506486486487
37,918.8670624999997
38,378.88681578947376
39,184.2464545454547
40,549.1383947368422
41,180.72084955752214
42,402.7804907407405
43,293.5339357798166
44,358.58154464285707
45,376.2198165137613
46,206.4624453781514
47,244.07119298245624
48,271.9757090909091
49,404.57033333333334
50,329.2570085470085
51,496.57048672566356
52,334.62443859649136
53,277.7023909090908
54,768.5895999999996
55,307.81161946902654
56,452.9925593220339
57,561.2942702702704
58,334.4400446428571
59,361.3320707964601
60,465.39427927927926
61,269.0008378378378
62,756.7767339449538
63,329.4129907407408
64,485.98530701754396
65,345.9292685185185
66,735.21675
67,1632.4416347826088
68,374.7601111111111
69,527.4798636363637
70,488.59561818181794
71,511.1391578947371
72,438.1032222222222
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
